"SA2_MAIN","SA2_NAME","variable","value"
126021501,"North Ryde - East Ryde","Greek",105
126021502,"Ryde - Putney","Mandarin",1411
126021502,"Ryde - Putney","Italian",1227
126021502,"Ryde - Putney","Cantonese",1226
126021502,"Ryde - Putney","Arabic",621
126021502,"Ryde - Putney","Korean",567
126021502,"Ryde - Putney","Greek",506
126021503,"West Ryde - Meadowbank","Mandarin",1351
126021503,"West Ryde - Meadowbank","Korean",1288
126021503,"West Ryde - Meadowbank","Cantonese",1213
126021503,"West Ryde - Meadowbank","Arabic",468
126021503,"West Ryde - Meadowbank","Hindi",337
126021503,"West Ryde - Meadowbank","Italian",270
127011504,"Ashcroft - Busby - Miller","Arabic",2906
127011504,"Ashcroft - Busby - Miller","Vietnamese",1520
127011504,"Ashcroft - Busby - Miller","Hindi",467
127011504,"Ashcroft - Busby - Miller","Samoan",378
127011504,"Ashcroft - Busby - Miller","Spanish",349
127011504,"Ashcroft - Busby - Miller","Khmer",204
127011505,"Badgerys Creek - Greendale","Italian",1051
127011505,"Badgerys Creek - Greendale","Arabic",597
127011505,"Badgerys Creek - Greendale","Cantonese",321
127011505,"Badgerys Creek - Greendale","Maltese",252
127011505,"Badgerys Creek - Greendale","Croatian",163
127011505,"Badgerys Creek - Greendale","Assyrian",159
127011506,"Cobbitty - Leppington","Italian",430
127011506,"Cobbitty - Leppington","Cantonese",227
127011506,"Cobbitty - Leppington","Arabic",180
127011506,"Cobbitty - Leppington","Maltese",144
127011506,"Cobbitty - Leppington","Serbian",115
127011506,"Cobbitty - Leppington","Greek",54
127011507,"Green Valley - Cecil Hills","Vietnamese",2498
127011507,"Green Valley - Cecil Hills","Arabic",1844
127011507,"Green Valley - Cecil Hills","Hindi",1812
127011507,"Green Valley - Cecil Hills","Assyrian",1683
127011507,"Green Valley - Cecil Hills","Spanish",1446
127011507,"Green Valley - Cecil Hills","Italian",990
127011508,"Hoxton Park - Horningsea Park","Hindi",1302
127011508,"Hoxton Park - Horningsea Park","Arabic",1072
127011508,"Hoxton Park - Horningsea Park","Spanish",874
127011508,"Hoxton Park - Horningsea Park","Italian",709
127011508,"Hoxton Park - Horningsea Park","Assyrian",625
127011508,"Hoxton Park - Horningsea Park","Serbian",441
127021509,"Bonnyrigg Heights - Bonnyrigg","Vietnamese",3424
127021509,"Bonnyrigg Heights - Bonnyrigg","Assyrian",766
127021509,"Bonnyrigg Heights - Bonnyrigg","Arabic",753
127021509,"Bonnyrigg Heights - Bonnyrigg","Khmer",716
127021509,"Bonnyrigg Heights - Bonnyrigg","Serbian",697
127021509,"Bonnyrigg Heights - Bonnyrigg","Cantonese",593
127021510,"Bossley Park - Abbotsbury","Assyrian",2384
127021510,"Bossley Park - Abbotsbury","Italian",1328
127021510,"Bossley Park - Abbotsbury","Arabic",1252
127021510,"Bossley Park - Abbotsbury","Spanish",1125
127021510,"Bossley Park - Abbotsbury","Vietnamese",790
127021510,"Bossley Park - Abbotsbury","Croatian",436
127021511,"Cabramatta - Lansvale","Vietnamese",8495
127021511,"Cabramatta - Lansvale","Cantonese",2804
127021511,"Cabramatta - Lansvale","Khmer",1914
127021511,"Cabramatta - Lansvale","Mandarin",1110
127021511,"Cabramatta - Lansvale","Other Chinese",687
127021511,"Cabramatta - Lansvale","Serbian",647
127021512,"Cabramatta West - Mount Pritchard","Vietnamese",4032
127021512,"Cabramatta West - Mount Pritchard","Arabic",857
127021512,"Cabramatta West - Mount Pritchard","Khmer",652
127021512,"Cabramatta West - Mount Pritchard","Serbian",624
127021512,"Cabramatta West - Mount Pritchard","Italian",619
127021512,"Cabramatta West - Mount Pritchard","Cantonese",614
127021513,"Canley Vale - Canley Heights","Vietnamese",6825
127021513,"Canley Vale - Canley Heights","Cantonese",1708
127021513,"Canley Vale - Canley Heights","Khmer",1131
127021513,"Canley Vale - Canley Heights","Mandarin",770
127021513,"Canley Vale - Canley Heights","Other Chinese",743
127021513,"Canley Vale - Canley Heights","Arabic",558
127021514,"Edensor Park","Assyrian",1156
127021514,"Edensor Park","Vietnamese",1048
127021514,"Edensor Park","Arabic",579
127021514,"Edensor Park","Italian",555
127021514,"Edensor Park","Croatian",537
127021514,"Edensor Park","Spanish",406
127021515,"Fairfield","Assyrian",3050
127021515,"Fairfield","Arabic",2428
127021515,"Fairfield","Vietnamese",1751
127021515,"Fairfield","Spanish",753
127021515,"Fairfield","Cantonese",652
127021515,"Fairfield","Mandarin",492
127021516,"Fairfield - West","Vietnamese",2833
127021516,"Fairfield - West","Assyrian",2492
127021516,"Fairfield - West","Arabic",1644
127021516,"Fairfield - West","Spanish",850
127021516,"Fairfield - West","Khmer",555
127021516,"Fairfield - West","Cantonese",469
127021517,"Greenfield Park - Prairiewood","Assyrian",1377
127021517,"Greenfield Park - Prairiewood","Vietnamese",1021
127021517,"Greenfield Park - Prairiewood","Spanish",492
127021517,"Greenfield Park - Prairiewood","Arabic",491
127021517,"Greenfield Park - Prairiewood","Italian",329
127021517,"Greenfield Park - Prairiewood","Croatian",307
127021518,"Horsley Park - Kemps Creek","Italian",613
127021518,"Horsley Park - Kemps Creek","Maltese",242
127021518,"Horsley Park - Kemps Creek","Assyrian",124
127021518,"Horsley Park - Kemps Creek","Croatian",104
127021518,"Horsley Park - Kemps Creek","Arabic",87
127021518,"Horsley Park - Kemps Creek","Khmer",56
127021519,"Smithfield - Wetherill Park","Arabic",1547
127021519,"Smithfield - Wetherill Park","Assyrian",1432
127021519,"Smithfield - Wetherill Park","Vietnamese",1078
127021519,"Smithfield - Wetherill Park","Spanish",1035
127021519,"Smithfield - Wetherill Park","Italian",1027
127021519,"Smithfield - Wetherill Park","Croatian",316
127021520,"St Johns Park - Wakeley","Vietnamese",2008
127021520,"St Johns Park - Wakeley","Assyrian",1106
127021520,"St Johns Park - Wakeley","Cantonese",648
127021520,"St Johns Park - Wakeley","Croatian",526
127021520,"St Johns Park - Wakeley","Spanish",464
127021520,"St Johns Park - Wakeley","Arabic",462
127021521,"Wetherill Park Industrial","Vietnamese",15
127021521,"Wetherill Park Industrial","Arabic",0
127021521,"Wetherill Park Industrial","Assyrian",0
127021521,"Wetherill Park Industrial","Aboriginal",0
127021521,"Wetherill Park Industrial","Cantonese",0
127021521,"Wetherill Park Industrial","Mandarin",0
127031522,"Casula","Arabic",1542
127031522,"Casula","Hindi",699
127031522,"Casula","Italian",445
127031522,"Casula","Greek",390
127031522,"Casula","Spanish",389
127031522,"Casula","Macedonian",305
127031523,"Chipping Norton - Moorebank","Arabic",1084
127031523,"Chipping Norton - Moorebank","Greek",884
127031523,"Chipping Norton - Moorebank","Vietnamese",747
127031523,"Chipping Norton - Moorebank","Italian",483
127031523,"Chipping Norton - Moorebank","Hindi",296
127031523,"Chipping Norton - Moorebank","Cantonese",259
127031524,"Holsworthy - Wattle Grove","Arabic",628
127031524,"Holsworthy - Wattle Grove","Hindi",511
127031524,"Holsworthy - Wattle Grove","Greek",298
127031524,"Holsworthy - Wattle Grove","Tamil",284
127031524,"Holsworthy - Wattle Grove","Bengali",261
127031524,"Holsworthy - Wattle Grove","Mandarin",239
127031525,"Liverpool - Warwick Farm","Arabic",4388
127031525,"Liverpool - Warwick Farm","Serbian",2665
127031525,"Liverpool - Warwick Farm","Hindi",1271
127031525,"Liverpool - Warwick Farm","Vietnamese",1175
127031525,"Liverpool - Warwick Farm","Spanish",705
127031525,"Liverpool - Warwick Farm","Other Indian",567
127031526,"Prestons - Lurnea","Arabic",3030
127031526,"Prestons - Lurnea","Hindi",1580
127031526,"Prestons - Lurnea","Vietnamese",896
127031526,"Prestons - Lurnea","Spanish",761
127031526,"Prestons - Lurnea","Italian",557
127031526,"Prestons - Lurnea","Turkish",509
128011527,"Caringbah - Lilli Pilli","Greek",422
128011527,"Caringbah - Lilli Pilli","Italian",206
128011527,"Caringbah - Lilli Pilli","Cantonese",183
128011527,"Caringbah - Lilli Pilli","Mandarin",163
128011527,"Caringbah - Lilli Pilli","Arabic",136
128011527,"Caringbah - Lilli Pilli","Spanish",132
128011528,"Cronulla - Kurnell - Bundeena","Greek",362
128011528,"Cronulla - Kurnell - Bundeena","Italian",246
128011528,"Cronulla - Kurnell - Bundeena","Spanish",162
128011528,"Cronulla - Kurnell - Bundeena","German",151
128011528,"Cronulla - Kurnell - Bundeena","Russian",98
128011528,"Cronulla - Kurnell - Bundeena","French",92
128011529,"Gymea - Grays Point","Greek",199
128011529,"Gymea - Grays Point","Italian",141
128011529,"Gymea - Grays Point","Cantonese",133
128011529,"Gymea - Grays Point","Mandarin",92
128011529,"Gymea - Grays Point","Spanish",80
128011529,"Gymea - Grays Point","German",53
128011530,"Miranda - Yowie Bay","Greek",403
128011530,"Miranda - Yowie Bay","Italian",274
128011530,"Miranda - Yowie Bay","Mandarin",265
128011530,"Miranda - Yowie Bay","Cantonese",248
128011530,"Miranda - Yowie Bay","Arabic",174
128011530,"Miranda - Yowie Bay","Spanish",150
128011531,"Sylvania - Taren Point","Greek",1097
128011531,"Sylvania - Taren Point","Cantonese",478
128011531,"Sylvania - Taren Point","Arabic",436
128011531,"Sylvania - Taren Point","Mandarin",345
128011531,"Sylvania - Taren Point","Italian",269
128011531,"Sylvania - Taren Point","Macedonian",191
128021532,"Engadine - Loftus","Italian",134
128021532,"Engadine - Loftus","German",108
128021532,"Engadine - Loftus","Greek",103
128021532,"Engadine - Loftus","Spanish",91
128021532,"Engadine - Loftus","Arabic",72
128021532,"Engadine - Loftus","Mandarin",63
128021533,"Heathcote - Waterfall","Greek",26
128021533,"Heathcote - Waterfall","German",23
128021533,"Heathcote - Waterfall","Italian",19
128021533,"Heathcote - Waterfall","Dutch",18
128021533,"Heathcote - Waterfall","Mandarin",15
128021533,"Heathcote - Waterfall","Croatian",14
128021534,"Illawong - Alfords Point","Greek",567
128021534,"Illawong - Alfords Point","Arabic",448
128021534,"Illawong - Alfords Point","Macedonian",234
128021534,"Illawong - Alfords Point","Cantonese",212
128021534,"Illawong - Alfords Point","Italian",157
128021534,"Illawong - Alfords Point","Croatian",142
128021535,"Menai - Lucas Heights - Woronora","Greek",400
128021535,"Menai - Lucas Heights - Woronora","Arabic",327
128021535,"Menai - Lucas Heights - Woronora","Cantonese",219
128021535,"Menai - Lucas Heights - Woronora","Italian",216
128021535,"Menai - Lucas Heights - Woronora","Spanish",210
128021535,"Menai - Lucas Heights - Woronora","Macedonian",199
128021536,"Oyster Bay - Como - Jannali","Greek",330
128021536,"Oyster Bay - Como - Jannali","Mandarin",196
128021536,"Oyster Bay - Como - Jannali","Cantonese",152
128021536,"Oyster Bay - Como - Jannali","Italian",147
128021536,"Oyster Bay - Como - Jannali","German",108
128021536,"Oyster Bay - Como - Jannali","Macedonian",100
128021537,"Royal National Park","Vietnamese",3
128021537,"Royal National Park","Arabic",0
128021537,"Royal National Park","Assyrian",0
128021537,"Royal National Park","Aboriginal",0
128021537,"Royal National Park","Cantonese",0
128021537,"Royal National Park","Mandarin",0
128021538,"Sutherland - Kirrawee","Cantonese",241
128021538,"Sutherland - Kirrawee","Mandarin",206
128021538,"Sutherland - Kirrawee","Spanish",184
128021538,"Sutherland - Kirrawee","Arabic",183
128021538,"Sutherland - Kirrawee","Greek",168
128021538,"Sutherland - Kirrawee","Russian",167
