"SA2_MAIN","SA2_NAME","variable","value"
102011028,"Avoca Beach - Copacabana","Arabic",3
102011029,"Box Head - MacMasters Beach","Arabic",4
102011030,"Calga - Kulnura","Arabic",18
102011031,"Erina - Green Point","Arabic",28
102011032,"Gosford - Springfield","Arabic",45
102011033,"Kariong","Arabic",39
102011034,"Kincumber - Picketts Valley","Arabic",5
102011035,"Narara","Arabic",8
102011036,"Niagara Park - Lisarow","Arabic",13
102011037,"Point Clare - Koolewong","Arabic",4
102011038,"Saratoga - Davistown","Arabic",0
102011039,"Terrigal - North Avoca","Arabic",24
102011040,"Umina - Booker Bay - Patonga","Arabic",18
102011041,"Wamberal - Forresters Beach","Arabic",19
102011042,"Woy Woy - Blackwall","Arabic",14
102011043,"Wyoming","Arabic",13
102021044,"Bateau Bay - Killarney Vale","Arabic",22
103011061,"Oberon","Arabic",3
103031070,"Lithgow","Arabic",20
103031071,"Lithgow Region","Arabic",5
103031075,"Wollangambe - Wollemi","Arabic",0
107041147,"Helensburgh","Arabic",0
115011290,"Baulkham Hills (East)","Arabic",362
115011291,"Baulkham Hills (West) - Bella Vista","Arabic",341
115011292,"Castle Hill","Arabic",481
115011293,"Cherrybrook","Arabic",265
115011294,"Glenhaven","Arabic",54
115011295,"Kellyville","Arabic",484
115011296,"West Pennant Hills","Arabic",207
115021297,"Dural - Kenthurst - Wisemans Ferry","Arabic",554
115021298,"Galston - Laughtondale","Arabic",55
115031299,"Bilpin - Colo - St Albans","Arabic",4
115031300,"Kurrajong Heights - Ebenezer","Arabic",39
115041301,"Pitt Town - McGraths Hill","Arabic",57
115041302,"Rouse Hill - Beaumont Hills","Arabic",289
116011303,"Blacktown (East) - Kings Park","Arabic",685
116011304,"Blacktown (North) - Marayong","Arabic",585
116011305,"Blacktown (South)","Arabic",1364
116011306,"Doonside - Woodcroft","Arabic",742
116011307,"Lalor Park - Kings Langley","Arabic",554
116011308,"Seven Hills - Toongabbie","Arabic",792
116021309,"Glenwood","Arabic",346
116021310,"Parklea - Kellyville Ridge","Arabic",314
116021311,"Quakers Hill - Acacia Gardens","Arabic",356
116021312,"Riverstone - Marsden Park","Arabic",65
116031313,"Bidwill - Hebersham - Emerton","Arabic",639
116031314,"Glendenning Dean Park","Arabic",281
116031315,"Hassall Grove - Plumpton","Arabic",755
116031316,"Lethbridge Park - Tregear","Arabic",314
116031317,"Mount Druitt - Whalan","Arabic",1452
116031318,"Prospect Reservoir","Arabic",0
116031319,"Rooty Hill - Minchinbury","Arabic",595
117011320,"Banksmeadow","Arabic",0
117011321,"Botany","Arabic",56
117011322,"Mascot - Eastlakes","Arabic",524
117011323,"Pagewood - Hillsdale - Daceyville","Arabic",244
117011324,"Port Botany Industrial","Arabic",0
117011325,"Sydney Airport","Arabic",0
117021326,"Marrickville","Arabic",1024
117021327,"Petersham - Stanmore","Arabic",140
117021328,"Sydenham - Tempe - St Peters","Arabic",79
117031329,"Darlinghurst","Arabic",34
117031330,"Erskineville - Alexandria","Arabic",73
117031331,"Glebe - Forest Lodge","Arabic",76
117031332,"Newtown - Camperdown - Darlington","Arabic",103
117031333,"Potts Point - Woolloomooloo","Arabic",72
117031334,"Pyrmont - Ultimo","Arabic",210
117031335,"Redfern - Chippendale","Arabic",238
117031336,"Surry Hills","Arabic",86
117031337,"Sydney - Haymarket - The Rocks","Arabic",160
117031338,"Waterloo - Beaconsfield","Arabic",457
118011339,"Bondi - Tamarama - Bronte","Arabic",75
118011340,"Bondi Beach - North Bondi","Arabic",53
118011341,"Bondi Junction - Waverly","Arabic",60
118011342,"Centennial Park","Arabic",0
118011343,"Double Bay - Bellevue Hill","Arabic",56
118011344,"Dover Heights","Arabic",33
118011345,"Paddington - Moore Park","Arabic",29
118011346,"Rose Bay - Vaucluse - Watsons Bay","Arabic",27
118011347,"Woollahra","Arabic",15
118021348,"Coogee - Clovelly","Arabic",170
118021349,"Kensington - Kingsford","Arabic",304
118021350,"Malabar - La Perouse - Chifley","Arabic",222
118021351,"Maroubra","Arabic",383
118021352,"Randwick","Arabic",140
119011353,"Bankstown","Arabic",7236
119011354,"Bass Hill - Georges Hall","Arabic",4180
119011355,"Chullora","Arabic",0
119011356,"Condell Park","Arabic",2773
119011357,"Greenacre - Mount Lewis","Arabic",10272
119011358,"Padstow","Arabic",929
119011359,"Panania - Milperra - Picnic Point","Arabic",1124
119011360,"Revesby","Arabic",1271
119011361,"Yagoona - Birrong","Arabic",4425
119021362,"Belmore - Belfield","Arabic",2620
119021363,"Canterbury (South) - Campsie","Arabic",2171
119021364,"Kingsgrove (North) - Earlwood","Arabic",1538
119021365,"Lakemba - Wiley Park","Arabic",4946
119021366,"Punchbowl","Arabic",7193
119021367,"Roselands","Arabic",1922
119031368,"Hurstville","Arabic",933
119031369,"Mortdale - Penshurst","Arabic",608
119031370,"Narwee - Beverly Hills","Arabic",648
119031371,"Oatley - Hurstville Grove","Arabic",226
119031372,"Peakhurst - Lugarno","Arabic",752
119031373,"Riverwood","Arabic",823
119031374,"South Hurstville - Blakehurst","Arabic",882
119041375,"Arncliffe - Bardwell Valley","Arabic",2799
119041376,"Bexley","Arabic",2723
119041377,"Kingsgrove (South) - Bardwell Park","Arabic",696
119041378,"Kogarah","Arabic",270
119041379,"Kogarah Bay - Carlton - Allawah","Arabic",734
119041380,"Monterey - Brighton-le-Sands - Kyeemagh","Arabic",928
119041381,"Rockdale - Banksia","Arabic",1196
119041382,"Sans Souci - Ramsgate","Arabic",552
120011383,"Concord - Mortlake - Cabarita","Arabic",554
120011384,"Concord West - North Strathfield","Arabic",280
120011385,"Drummoyne - Rodd Point","Arabic",181
120011386,"Five Dock - Abbotsford","Arabic",209
120021387,"Balmain","Arabic",68
120021388,"Leichhardt - Annandale","Arabic",120
120021389,"Lilyfield - Rozelle","Arabic",55
120031390,"Ashfield","Arabic",407
120031391,"Burwood - Croydon","Arabic",709
120031392,"Canterbury (North) - Ashbury","Arabic",467
120031393,"Croydon Park - Enfield","Arabic",1083
120031394,"Dulwich Hill - Lewisham","Arabic",501
120031395,"Haberfield - Summer Hill","Arabic",99
120031396,"Homebush","Arabic",230
120031397,"Strathfield","Arabic",1207
121011398,"Chatswood (East) - Artarmon","Arabic",144
121011399,"Chatswood (West) - Lane Cove North","Arabic",100
121011400,"Lane Cove - Greenwich","Arabic",90
121011401,"St Leonards - Naremburn","Arabic",105
121011402,"Willoughby - Castle Cove - Northbridge","Arabic",154
121021403,"Asquith - Mount Colah","Arabic",74
121021404,"Berowra - Brooklyn - Cowan","Arabic",19
121021405,"Hornsby - Waitara","Arabic",152
121021406,"Normanhurst - Thornleigh - Westleigh","Arabic",429
121031407,"Gordon - Killara","Arabic",45
121031408,"Lindfield - Roseville","Arabic",66
121031409,"Pymble","Arabic",41
121031410,"St Ives","Arabic",61
121031411,"Turramurra","Arabic",44
121031412,"Wahroonga - Warrawee","Arabic",66
121041413,"Cremorne - Cammeray","Arabic",21
121041414,"Crows Nest - Waverton","Arabic",53
121041415,"Mosman","Arabic",55
121041416,"Neutral Bay - Kirribilli","Arabic",49
121041417,"North Sydney - Lavender Bay","Arabic",22
122011418,"Balgowlah - Clontarf - Seaforth","Arabic",47
122011419,"Manly - Fairlight","Arabic",8
122021420,"Avalon - Palm Beach","Arabic",6
122021421,"Bayview - Elanora Heights","Arabic",14
122021422,"Newport - Bilgola","Arabic",6
122021423,"Warriewood - Mona Vale","Arabic",33
122031424,"Beacon Hill - Narraweena","Arabic",34
122031425,"Cromer","Arabic",12
122031426,"Dee Why - North Curl Curl","Arabic",59
122031427,"Forestville - Killarney Heights","Arabic",73
122031428,"Frenchs Forest - Belrose","Arabic",65
122031429,"Freshwater - Brookvale","Arabic",44
122031430,"Manly Vale - Allambie Heights","Arabic",40
122031431,"Narrabeen - Collaroy","Arabic",52
122031432,"Terrey Hills - Duffys Forest","Arabic",7
123011433,"Camden - Ellis Lane","Arabic",20
123011434,"Elderslie - Harrington Park","Arabic",111
123011435,"Mount Annan - Currans Hill","Arabic",166
123021436,"Bradbury - Wedderburn","Arabic",381
123021437,"Campbelltown - Woodbine","Arabic",568
123021438,"Claymore - Eagle Vale - Raby","Arabic",650
123021439,"Holsworthy Military Area","Arabic",0
123021440,"Ingleburn - Denham Court","Arabic",363
123021441,"Leumeah - Minto Heights","Arabic",325
123021442,"Macquarie Fields - Glenfield","Arabic",732
123021443,"Minto - St Andrews","Arabic",606
123021444,"Rosemeadow - Glen Alpine","Arabic",418
123031446,"Douglas Park - Appin","Arabic",22
123031447,"Picton - Tahmoor - Buxton","Arabic",119
123031448,"The Oaks - Oakdale","Arabic",15
124011449,"Blackheath - Megalong Valley","Arabic",11
124011450,"Blaxland - Warrimoo - Lapstone","Arabic",29
124011451,"Blue Mountains - North","Arabic",0
124011452,"Katoomba - Leura","Arabic",15
124011453,"Lawson - Hazelbrook - Linden","Arabic",16
124011454,"Springwood - Winmalee","Arabic",18
124011455,"Wentworth Falls","Arabic",11
124021456,"Blue Mountains - South","Arabic",0
124031457,"Cambridge Park","Arabic",134
124031458,"Castlereagh - Cranebrook","Arabic",105
124031459,"Emu Plains - Leonay","Arabic",35
124031460,"Glenmore Park - Regentville","Arabic",241
124031461,"Jamisontown - South Penrith","Arabic",151
124031462,"Kingswood - Werrington","Arabic",242
124031463,"Mulgoa - Luddenham - Orchard Hills","Arabic",144
124031464,"Penrith","Arabic",116
124031465,"Warragamba - Silverdale","Arabic",26
124041466,"Richmond - Clarendon","Arabic",14
124041467,"Windsor - Bligh Park","Arabic",55
124041468,"Yarramundi - Londonderry","Arabic",60
124051469,"Erskine Park","Arabic",157
124051470,"St Clair","Arabic",656
124051471,"St Marys - Colyton","Arabic",725
125011472,"Auburn","Arabic",5185
125011473,"Homebush Bay - Silverwater","Arabic",398
125011474,"Lidcombe - Regents Park","Arabic",2334
125011475,"Rookwood Cemetery","Arabic",0
125021476,"Carlingford","Arabic",392
125021477,"Ermington - Rydalmere","Arabic",920
125021478,"Oatlands - Dundas Valley","Arabic",842
125031479,"Chester Hill - Sefton","Arabic",3304
125031480,"Fairfield - East","Arabic",2829
125031481,"Granville - Clyde","Arabic",4501
125031482,"Greystanes - Pemulwuy","Arabic",1984
125031483,"Guildford - South Granville","Arabic",7197
125031484,"Guildford West - Merrylands West","Arabic",3958
125031485,"Merrylands - Holroyd","Arabic",4876
125031486,"Smithfield Industrial","Arabic",0
125031487,"Yennora Industrial","Arabic",3
125041488,"Girraween - Westmead","Arabic",1200
125041489,"North Parramatta","Arabic",1116
125041490,"North Rocks","Arabic",157
125041491,"Northmead","Arabic",475
125041492,"Parramatta - Rosehill","Arabic",1379
125041493,"Toongabbie - Constitution Hill","Arabic",880
125041494,"Winston Hills","Arabic",339
126011495,"Epping - North Epping","Arabic",110
126011496,"Pennant Hills - Cheltenham","Arabic",207
126021497,"Eastwood - Denistone","Arabic",225
126021498,"Gladesville - Huntleys Point","Arabic",119
126021499,"Hunters Hill - Woolwich","Arabic",81
126021500,"Macquarie Park - Marsfield","Arabic",166
126021501,"North Ryde - East Ryde","Arabic",159
126021502,"Ryde - Putney","Arabic",621
126021503,"West Ryde - Meadowbank","Arabic",468
127011504,"Ashcroft - Busby - Miller","Arabic",2906
127011505,"Badgerys Creek - Greendale","Arabic",597
127011506,"Cobbitty - Leppington","Arabic",180
127011507,"Green Valley - Cecil Hills","Arabic",1844
127011508,"Hoxton Park - Horningsea Park","Arabic",1072
127021509,"Bonnyrigg Heights - Bonnyrigg","Arabic",753
127021510,"Bossley Park - Abbotsbury","Arabic",1252
127021511,"Cabramatta - Lansvale","Arabic",358
127021512,"Cabramatta West - Mount Pritchard","Arabic",857
127021513,"Canley Vale - Canley Heights","Arabic",558
127021514,"Edensor Park","Arabic",579
127021515,"Fairfield","Arabic",2428
127021516,"Fairfield - West","Arabic",1644
127021517,"Greenfield Park - Prairiewood","Arabic",491
127021518,"Horsley Park - Kemps Creek","Arabic",87
127021519,"Smithfield - Wetherill Park","Arabic",1547
127021520,"St Johns Park - Wakeley","Arabic",462
127021521,"Wetherill Park Industrial","Arabic",0
127031522,"Casula","Arabic",1542
127031523,"Chipping Norton - Moorebank","Arabic",1084
127031524,"Holsworthy - Wattle Grove","Arabic",628
127031525,"Liverpool - Warwick Farm","Arabic",4388
127031526,"Prestons - Lurnea","Arabic",3030
128011527,"Caringbah - Lilli Pilli","Arabic",136
128011528,"Cronulla - Kurnell - Bundeena","Arabic",71
128011529,"Gymea - Grays Point","Arabic",49
128011530,"Miranda - Yowie Bay","Arabic",174
128011531,"Sylvania - Taren Point","Arabic",436
128021532,"Engadine - Loftus","Arabic",72
128021533,"Heathcote - Waterfall","Arabic",4
128021534,"Illawong - Alfords Point","Arabic",448
128021535,"Menai - Lucas Heights - Woronora","Arabic",327
128021536,"Oyster Bay - Como - Jannali","Arabic",96
128021537,"Royal National Park","Arabic",0
128021538,"Sutherland - Kirrawee","Arabic",183
102011028,"Avoca Beach - Copacabana","Assyrian",0
102011029,"Box Head - MacMasters Beach","Assyrian",0
102011030,"Calga - Kulnura","Assyrian",0
102011031,"Erina - Green Point","Assyrian",0
102011032,"Gosford - Springfield","Assyrian",9
102011033,"Kariong","Assyrian",0
102011034,"Kincumber - Picketts Valley","Assyrian",0
102011035,"Narara","Assyrian",0
102011036,"Niagara Park - Lisarow","Assyrian",0
102011037,"Point Clare - Koolewong","Assyrian",0
102011038,"Saratoga - Davistown","Assyrian",0
102011039,"Terrigal - North Avoca","Assyrian",0
102011040,"Umina - Booker Bay - Patonga","Assyrian",6
102011041,"Wamberal - Forresters Beach","Assyrian",0
102011042,"Woy Woy - Blackwall","Assyrian",3
102011043,"Wyoming","Assyrian",0
102021044,"Bateau Bay - Killarney Vale","Assyrian",3
103011061,"Oberon","Assyrian",0
103031070,"Lithgow","Assyrian",0
103031071,"Lithgow Region","Assyrian",0
103031075,"Wollangambe - Wollemi","Assyrian",0
107041147,"Helensburgh","Assyrian",0
115011290,"Baulkham Hills (East)","Assyrian",11
115011291,"Baulkham Hills (West) - Bella Vista","Assyrian",13
115011292,"Castle Hill","Assyrian",14
115011293,"Cherrybrook","Assyrian",4
115011294,"Glenhaven","Assyrian",0
115011295,"Kellyville","Assyrian",24
115011296,"West Pennant Hills","Assyrian",8
115021297,"Dural - Kenthurst - Wisemans Ferry","Assyrian",3
115021298,"Galston - Laughtondale","Assyrian",0
115031299,"Bilpin - Colo - St Albans","Assyrian",0
115031300,"Kurrajong Heights - Ebenezer","Assyrian",0
115041301,"Pitt Town - McGraths Hill","Assyrian",4
115041302,"Rouse Hill - Beaumont Hills","Assyrian",11
116011303,"Blacktown (East) - Kings Park","Assyrian",6
116011304,"Blacktown (North) - Marayong","Assyrian",13
116011305,"Blacktown (South)","Assyrian",21
116011306,"Doonside - Woodcroft","Assyrian",18
116011307,"Lalor Park - Kings Langley","Assyrian",6
116011308,"Seven Hills - Toongabbie","Assyrian",12
116021309,"Glenwood","Assyrian",11
116021310,"Parklea - Kellyville Ridge","Assyrian",23
116021311,"Quakers Hill - Acacia Gardens","Assyrian",17
116021312,"Riverstone - Marsden Park","Assyrian",0
116031313,"Bidwill - Hebersham - Emerton","Assyrian",47
116031314,"Glendenning Dean Park","Assyrian",3
116031315,"Hassall Grove - Plumpton","Assyrian",58
116031316,"Lethbridge Park - Tregear","Assyrian",13
116031317,"Mount Druitt - Whalan","Assyrian",630
116031318,"Prospect Reservoir","Assyrian",0
116031319,"Rooty Hill - Minchinbury","Assyrian",125
117011320,"Banksmeadow","Assyrian",0
117011321,"Botany","Assyrian",16
117011322,"Mascot - Eastlakes","Assyrian",161
117011323,"Pagewood - Hillsdale - Daceyville","Assyrian",230
117011324,"Port Botany Industrial","Assyrian",0
117011325,"Sydney Airport","Assyrian",0
117021326,"Marrickville","Assyrian",10
117021327,"Petersham - Stanmore","Assyrian",11
117021328,"Sydenham - Tempe - St Peters","Assyrian",5
117031329,"Darlinghurst","Assyrian",6
117031330,"Erskineville - Alexandria","Assyrian",0
117031331,"Glebe - Forest Lodge","Assyrian",0
117031332,"Newtown - Camperdown - Darlington","Assyrian",0
117031333,"Potts Point - Woolloomooloo","Assyrian",3
117031334,"Pyrmont - Ultimo","Assyrian",0
117031335,"Redfern - Chippendale","Assyrian",0
117031336,"Surry Hills","Assyrian",0
117031337,"Sydney - Haymarket - The Rocks","Assyrian",6
117031338,"Waterloo - Beaconsfield","Assyrian",3
118011339,"Bondi - Tamarama - Bronte","Assyrian",0
118011340,"Bondi Beach - North Bondi","Assyrian",6
118011341,"Bondi Junction - Waverly","Assyrian",3
118011342,"Centennial Park","Assyrian",0
118011343,"Double Bay - Bellevue Hill","Assyrian",6
118011344,"Dover Heights","Assyrian",0
118011345,"Paddington - Moore Park","Assyrian",3
118011346,"Rose Bay - Vaucluse - Watsons Bay","Assyrian",0
118011347,"Woollahra","Assyrian",3
118021348,"Coogee - Clovelly","Assyrian",32
118021349,"Kensington - Kingsford","Assyrian",21
118021350,"Malabar - La Perouse - Chifley","Assyrian",76
118021351,"Maroubra","Assyrian",33
118021352,"Randwick","Assyrian",26
119011353,"Bankstown","Assyrian",17
119011354,"Bass Hill - Georges Hall","Assyrian",147
119011355,"Chullora","Assyrian",0
119011356,"Condell Park","Assyrian",21
119011357,"Greenacre - Mount Lewis","Assyrian",16
119011358,"Padstow","Assyrian",3
119011359,"Panania - Milperra - Picnic Point","Assyrian",3
119011360,"Revesby","Assyrian",11
119011361,"Yagoona - Birrong","Assyrian",11
119021362,"Belmore - Belfield","Assyrian",33
119021363,"Canterbury (South) - Campsie","Assyrian",21
119021364,"Kingsgrove (North) - Earlwood","Assyrian",13
119021365,"Lakemba - Wiley Park","Assyrian",15
119021366,"Punchbowl","Assyrian",3
119021367,"Roselands","Assyrian",18
119031368,"Hurstville","Assyrian",0
119031369,"Mortdale - Penshurst","Assyrian",6
119031370,"Narwee - Beverly Hills","Assyrian",3
119031371,"Oatley - Hurstville Grove","Assyrian",0
119031372,"Peakhurst - Lugarno","Assyrian",6
119031373,"Riverwood","Assyrian",5
119031374,"South Hurstville - Blakehurst","Assyrian",8
119041375,"Arncliffe - Bardwell Valley","Assyrian",3
119041376,"Bexley","Assyrian",16
119041377,"Kingsgrove (South) - Bardwell Park","Assyrian",60
119041378,"Kogarah","Assyrian",10
119041379,"Kogarah Bay - Carlton - Allawah","Assyrian",8
119041380,"Monterey - Brighton-le-Sands - Kyeemagh","Assyrian",24
119041381,"Rockdale - Banksia","Assyrian",11
119041382,"Sans Souci - Ramsgate","Assyrian",15
120011383,"Concord - Mortlake - Cabarita","Assyrian",22
120011384,"Concord West - North Strathfield","Assyrian",6
120011385,"Drummoyne - Rodd Point","Assyrian",15
120011386,"Five Dock - Abbotsford","Assyrian",32
120021387,"Balmain","Assyrian",11
120021388,"Leichhardt - Annandale","Assyrian",11
120021389,"Lilyfield - Rozelle","Assyrian",0
120031390,"Ashfield","Assyrian",9
120031391,"Burwood - Croydon","Assyrian",13
120031392,"Canterbury (North) - Ashbury","Assyrian",3
120031393,"Croydon Park - Enfield","Assyrian",65
120031394,"Dulwich Hill - Lewisham","Assyrian",9
120031395,"Haberfield - Summer Hill","Assyrian",0
120031396,"Homebush","Assyrian",0
120031397,"Strathfield","Assyrian",14
121011398,"Chatswood (East) - Artarmon","Assyrian",0
121011399,"Chatswood (West) - Lane Cove North","Assyrian",0
121011400,"Lane Cove - Greenwich","Assyrian",7
121011401,"St Leonards - Naremburn","Assyrian",0
121011402,"Willoughby - Castle Cove - Northbridge","Assyrian",5
121021403,"Asquith - Mount Colah","Assyrian",0
121021404,"Berowra - Brooklyn - Cowan","Assyrian",0
121021405,"Hornsby - Waitara","Assyrian",11
121021406,"Normanhurst - Thornleigh - Westleigh","Assyrian",0
121031407,"Gordon - Killara","Assyrian",0
121031408,"Lindfield - Roseville","Assyrian",0
121031409,"Pymble","Assyrian",0
121031410,"St Ives","Assyrian",5
121031411,"Turramurra","Assyrian",0
121031412,"Wahroonga - Warrawee","Assyrian",0
121041413,"Cremorne - Cammeray","Assyrian",6
121041414,"Crows Nest - Waverton","Assyrian",0
121041415,"Mosman","Assyrian",0
121041416,"Neutral Bay - Kirribilli","Assyrian",0
121041417,"North Sydney - Lavender Bay","Assyrian",6
122011418,"Balgowlah - Clontarf - Seaforth","Assyrian",0
122011419,"Manly - Fairlight","Assyrian",0
122021420,"Avalon - Palm Beach","Assyrian",0
122021421,"Bayview - Elanora Heights","Assyrian",0
122021422,"Newport - Bilgola","Assyrian",0
122021423,"Warriewood - Mona Vale","Assyrian",0
122031424,"Beacon Hill - Narraweena","Assyrian",0
122031425,"Cromer","Assyrian",0
122031426,"Dee Why - North Curl Curl","Assyrian",6
122031427,"Forestville - Killarney Heights","Assyrian",0
122031428,"Frenchs Forest - Belrose","Assyrian",0
122031429,"Freshwater - Brookvale","Assyrian",0
122031430,"Manly Vale - Allambie Heights","Assyrian",0
122031431,"Narrabeen - Collaroy","Assyrian",0
122031432,"Terrey Hills - Duffys Forest","Assyrian",0
123011433,"Camden - Ellis Lane","Assyrian",0
123011434,"Elderslie - Harrington Park","Assyrian",11
123011435,"Mount Annan - Currans Hill","Assyrian",21
123021436,"Bradbury - Wedderburn","Assyrian",6
123021437,"Campbelltown - Woodbine","Assyrian",6
123021438,"Claymore - Eagle Vale - Raby","Assyrian",5
123021439,"Holsworthy Military Area","Assyrian",0
123021440,"Ingleburn - Denham Court","Assyrian",9
123021441,"Leumeah - Minto Heights","Assyrian",16
123021442,"Macquarie Fields - Glenfield","Assyrian",8
123021443,"Minto - St Andrews","Assyrian",14
123021444,"Rosemeadow - Glen Alpine","Assyrian",15
123031446,"Douglas Park - Appin","Assyrian",0
123031447,"Picton - Tahmoor - Buxton","Assyrian",0
123031448,"The Oaks - Oakdale","Assyrian",0
124011449,"Blackheath - Megalong Valley","Assyrian",0
124011450,"Blaxland - Warrimoo - Lapstone","Assyrian",10
124011451,"Blue Mountains - North","Assyrian",0
124011452,"Katoomba - Leura","Assyrian",0
124011453,"Lawson - Hazelbrook - Linden","Assyrian",0
124011454,"Springwood - Winmalee","Assyrian",0
124011455,"Wentworth Falls","Assyrian",0
124021456,"Blue Mountains - South","Assyrian",0
124031457,"Cambridge Park","Assyrian",3
124031458,"Castlereagh - Cranebrook","Assyrian",0
124031459,"Emu Plains - Leonay","Assyrian",0
124031460,"Glenmore Park - Regentville","Assyrian",52
124031461,"Jamisontown - South Penrith","Assyrian",8
124031462,"Kingswood - Werrington","Assyrian",25
124031463,"Mulgoa - Luddenham - Orchard Hills","Assyrian",5
124031464,"Penrith","Assyrian",6
124031465,"Warragamba - Silverdale","Assyrian",0
124041466,"Richmond - Clarendon","Assyrian",4
124041467,"Windsor - Bligh Park","Assyrian",8
124041468,"Yarramundi - Londonderry","Assyrian",0
124051469,"Erskine Park","Assyrian",9
124051470,"St Clair","Assyrian",18
124051471,"St Marys - Colyton","Assyrian",40
125011472,"Auburn","Assyrian",19
125011473,"Homebush Bay - Silverwater","Assyrian",11
125011474,"Lidcombe - Regents Park","Assyrian",13
125011475,"Rookwood Cemetery","Assyrian",0
125021476,"Carlingford","Assyrian",5
125021477,"Ermington - Rydalmere","Assyrian",12
125021478,"Oatlands - Dundas Valley","Assyrian",8
125031479,"Chester Hill - Sefton","Assyrian",16
125031480,"Fairfield - East","Assyrian",186
125031481,"Granville - Clyde","Assyrian",15
125031482,"Greystanes - Pemulwuy","Assyrian",77
125031483,"Guildford - South Granville","Assyrian",14
125031484,"Guildford West - Merrylands West","Assyrian",96
125031485,"Merrylands - Holroyd","Assyrian",63
125031486,"Smithfield Industrial","Assyrian",0
125031487,"Yennora Industrial","Assyrian",0
125041488,"Girraween - Westmead","Assyrian",42
125041489,"North Parramatta","Assyrian",38
125041490,"North Rocks","Assyrian",4
125041491,"Northmead","Assyrian",11
125041492,"Parramatta - Rosehill","Assyrian",20
125041493,"Toongabbie - Constitution Hill","Assyrian",11
125041494,"Winston Hills","Assyrian",0
126011495,"Epping - North Epping","Assyrian",6
126011496,"Pennant Hills - Cheltenham","Assyrian",0
126021497,"Eastwood - Denistone","Assyrian",3
126021498,"Gladesville - Huntleys Point","Assyrian",4
126021499,"Hunters Hill - Woolwich","Assyrian",6
126021500,"Macquarie Park - Marsfield","Assyrian",8
126021501,"North Ryde - East Ryde","Assyrian",3
126021502,"Ryde - Putney","Assyrian",8
126021503,"West Ryde - Meadowbank","Assyrian",8
127011504,"Ashcroft - Busby - Miller","Assyrian",97
127011505,"Badgerys Creek - Greendale","Assyrian",159
127011506,"Cobbitty - Leppington","Assyrian",28
127011507,"Green Valley - Cecil Hills","Assyrian",1683
127011508,"Hoxton Park - Horningsea Park","Assyrian",625
127021509,"Bonnyrigg Heights - Bonnyrigg","Assyrian",766
127021510,"Bossley Park - Abbotsbury","Assyrian",2384
127021511,"Cabramatta - Lansvale","Assyrian",50
127021512,"Cabramatta West - Mount Pritchard","Assyrian",138
127021513,"Canley Vale - Canley Heights","Assyrian",367
127021514,"Edensor Park","Assyrian",1156
127021515,"Fairfield","Assyrian",3050
127021516,"Fairfield - West","Assyrian",2492
127021517,"Greenfield Park - Prairiewood","Assyrian",1377
127021518,"Horsley Park - Kemps Creek","Assyrian",124
127021519,"Smithfield - Wetherill Park","Assyrian",1432
127021520,"St Johns Park - Wakeley","Assyrian",1106
127021521,"Wetherill Park Industrial","Assyrian",0
127031522,"Casula","Assyrian",18
127031523,"Chipping Norton - Moorebank","Assyrian",18
127031524,"Holsworthy - Wattle Grove","Assyrian",11
127031525,"Liverpool - Warwick Farm","Assyrian",186
127031526,"Prestons - Lurnea","Assyrian",78
128011527,"Caringbah - Lilli Pilli","Assyrian",10
128011528,"Cronulla - Kurnell - Bundeena","Assyrian",0
128011529,"Gymea - Grays Point","Assyrian",4
128011530,"Miranda - Yowie Bay","Assyrian",4
128011531,"Sylvania - Taren Point","Assyrian",4
128021532,"Engadine - Loftus","Assyrian",0
128021533,"Heathcote - Waterfall","Assyrian",0
128021534,"Illawong - Alfords Point","Assyrian",0
128021535,"Menai - Lucas Heights - Woronora","Assyrian",0
128021536,"Oyster Bay - Como - Jannali","Assyrian",0
128021537,"Royal National Park","Assyrian",0
128021538,"Sutherland - Kirrawee","Assyrian",6
102011028,"Avoca Beach - Copacabana","Aboriginal",0
102011029,"Box Head - MacMasters Beach","Aboriginal",0
102011030,"Calga - Kulnura","Aboriginal",6
102011031,"Erina - Green Point","Aboriginal",0
102011032,"Gosford - Springfield","Aboriginal",6
102011033,"Kariong","Aboriginal",3
102011034,"Kincumber - Picketts Valley","Aboriginal",0
102011035,"Narara","Aboriginal",0
102011036,"Niagara Park - Lisarow","Aboriginal",0
102011037,"Point Clare - Koolewong","Aboriginal",0
102011038,"Saratoga - Davistown","Aboriginal",0
102011039,"Terrigal - North Avoca","Aboriginal",0
102011040,"Umina - Booker Bay - Patonga","Aboriginal",5
102011041,"Wamberal - Forresters Beach","Aboriginal",0
102011042,"Woy Woy - Blackwall","Aboriginal",6
102011043,"Wyoming","Aboriginal",0
102021044,"Bateau Bay - Killarney Vale","Aboriginal",0
103011061,"Oberon","Aboriginal",0
103031070,"Lithgow","Aboriginal",7
103031071,"Lithgow Region","Aboriginal",0
103031075,"Wollangambe - Wollemi","Aboriginal",0
107041147,"Helensburgh","Aboriginal",0
115011290,"Baulkham Hills (East)","Aboriginal",0
115011291,"Baulkham Hills (West) - Bella Vista","Aboriginal",0
115011292,"Castle Hill","Aboriginal",0
115011293,"Cherrybrook","Aboriginal",0
115011294,"Glenhaven","Aboriginal",0
115011295,"Kellyville","Aboriginal",0
115011296,"West Pennant Hills","Aboriginal",0
115021297,"Dural - Kenthurst - Wisemans Ferry","Aboriginal",0
